incident_id,site,incident_date,incident_type,severity,compliance_score,description,root_cause,response_time_hours,status
INC-01465,SITE-004,2025-05-29,Near Miss,Medium,70.2,Mother five skill season she history general stage point before his.,,9.0,Under Investigation
INC-02796,SITE-003,2023-07-31,Leak,Critical,49.6,Ball foreign structure fill baby collection wonder the stage use person.,,4.1,Closed
INC-00313,SITE-006,03/23/2025,Leak,,91.4,Yeah performance name cup enough trial live team international do from win.,Sensor Malfunction,11.2,Open
INC-01812,SITE-001,2023-09-30,Near Miss,High,-12.3,Box water until who record interest card course final.,Valve Failure,1.9,Under Investigation
INC-03506,SITE-005,2024-06-23,Equipment Failure,High,63.1,Close result four thing now top sure capital cost method heavy the win improve everybody interesting across.,Corrosion,13.7,Open
INC-01388,SITE-002,2026-04-08T00:00:00Z,Fire,Medium,64.7,Similar design door magazine fine.,Material Fatigue,1.0,Open
INC-00566,SITE-005,2024-12-31,Spill,Medium,78.6,Result ready face knowledge him along too.,,6.3,Closed
INC-04472,SITE-003,2024-06-08,Equipment Failure,Critical,45.2,Issue perform thus able election eat stand point many.,Corrosion,4.0,Under Investigation
INC-05028,SITE-006,2026-03-29,Spill,Critical,55.1,Country free image company sport science decision next maintain against continue.,Sensor Malfunction,4.6,Closed
INC-00150,SITE-003,2026-05-08,,High,70.8,Question with be majority buy offer week point without group.,Operator Error,4.6,Under Investigation
INC-04651,SITE-006,2024-09-28,Fire,Critical,41.4,Religious give add their among program friend series.,Sensor Malfunction,6.5,Under Investigation
INC-05295,SITE-002,2026-06-04,Leak,Low,86.1,Both dinner eye wish blood different force piece toward people.,Corrosion,1.4,Open
INC-03601,SITE-006,2026-02-27,Near Miss,Medium,62.6,Nation future space weight assume use military.,Corrosion,3.6,Open
INC-02327,SITE-006,2025-06-27,Leak,Critical,45.1,Art situation must mother computer similar school.,,4.7,Open
INC-05548,SITE-002,2025-08-11,Equipment Failure,Critical,43.1,Point type consumer office operation station difficult sound church so debate watch.,Operator Error,5.1,Closed
INC-01067,SITE-001,2023-07-29,Leak,Low,100.0,Figure international wrong than skin wind final develop network.,,11.4,Under Investigation
INC-04361,SITE-005,2025-05-31,Near Miss,High,56.3,Time hundred wonder question relationship imagine apply understand space part machine station probably to matter cup.,,7.9,Closed
INC-01309,SITE-004,2025-06-16,Near Miss,Critical,53.0,Stuff least discuss goal produce visit.,,7.1,Open
INC-05308,SITE-005,2025-04-15,Equipment Failure,High,53.6,Since phone deep decide common also student beyond.,Third-party Damage,11.3,Under Investigation
INC-03571,SITE-005,2024-09-01,Spill,low ,81.3,Smile available major along sea crime beyond anyone partner.,Operator Error,5.5,Open
INC-04402,SITE-003,2025-12-08,Near Miss,High,29.3,Newspaper why down all same along direction.,Valve Failure,1.8,Open
INC-00925,SITE-004,2024-09-28,Equipment Failure, medium,63.2,Democratic population government share place each international.,Material Fatigue,6.9,Closed
INC-03799,SITE-004,2025-06-30,Fire,Medium,150.0,Bag center economic house usually.,,9.6,Closed
INC-05021,SITE-002,2024-10-10,Leak,Medium,150.0,Effort important build trial less well her star according produce.,Corrosion,10.6,Open
INC-05042,SITE-006,2024-04-19,Near Miss,High,46.7,Plan often mission girl some important yes remain blue.,Corrosion,1.9,Closed
INC-03521,SITE-003,2023-09-17,Equipment Failure,High,104.0,Then accept difference degree prove happen present make hand.,Corrosion,4.8,Closed
INC-04585,SITE-006,2025-08-17,Leak,High,75.6,Not star policy be deep nothing stop us.,,5.2,Open
INC-05972,SITE-002,2025-07-18,Leak,Medium,55.6,Little senior range easy visit north know news citizen by lot window interesting rest.,Valve Failure,3.2,Under Investigation
INC-02925,SITE-005,2025-07-19,near-miss,Low,84.6,Relate network spring affect avoid war member us six.,Valve Failure,13.9,Under Investigation
INC-04917,SITE-006,2023-10-04,Near Miss,Low,100.0,Situation result assume but cut operation seek.,Corrosion,15.3,Open
INC-00716,SITE-001,2025-03-26,Near Miss,Critical,35.9,Series edge environment east around common play area.,Sensor Malfunction,11.0,Under Investigation
INC-05107,SITE-005,2024-10-29,equipment failure,High,59.4,Bar heavy history test should her ball experience each.,Corrosion,4.0,Closed
INC-02656,SITE-001,2026-05-22,Near Miss,low,87.2,Agency often low conference story place.,Operator Error,3.5,Open
INC-03222,SITE-005,2025-02-16,Spill,Med,85.8,Lawyer service worker prepare laugh during win pattern thing movement final.,Valve Failure,13.0,Closed
INC-01299,SITE-002,2026-01-19,Near Miss,Critical,42.7,Executive develop local leg suddenly page compare anything.,Operator Error,2.7,Open
INC-03748,SITE-003,09/02/2024,Leak, Critical,71.4,Help kid recently quality cold one look agree small.,Valve Failure,5.3,Open
INC-01861,SITE-002,2026-04-12,Spill,Low,89.0,Approach suffer wall kitchen think computer eight same rich interview.,Valve Failure,3.8,Closed
INC-04406,SITE-003,2024-08-16T00:00:00Z,Fire,High,54.0,Good budget manager alone whose southern require kitchen indeed water.,Sensor Malfunction,1.5,Open
INC-03744,SITE-003,2026-02-03,Spill,Critical,30.0,Value cultural action short local near popular rest recognize field brother southern four.,,7.8,Closed
INC-04436,SITE-002,2025-03-28,Equipment Failure,Medium,79.7,Yourself note American event able notice fight dinner somebody professor much present religious mean bill.,Corrosion,2.4,Under Investigation
INC-05170,SITE-003,2025-09-14,Leak,High,64.7,Next summer face rule property low help surface nearly enough.,Valve Failure,2.4,Closed
INC-00685,SITE-006,2023-11-24, Leak,Medium,73.4,Power manage strategy like movie.,Third-party Damage,9.0,Closed
INC-00860,SITE-003,2023-12-16,Leak,Medium,56.2,Knowledge smile management carry let live activity they this opportunity well.,Operator Error,10.6,Open
INC-00546,SITE-002,2025-05-28,Near Miss,Medium,67.9,Similar because worry consider American pretty television suffer like behind deep college finish well himself.,Third-party Damage,8.4,Open
INC-05527,SITE-005,2024-06-26,Near Miss,Medium,61.6,Happy girl suffer tough standard purpose stay center person visit discussion door religious.,Valve Failure,1.4,Open
INC-03180,SITE-003,2026-01-08,Fire,Low,91.0,Quickly should pass check Republican that stage win have rich yeah improve west size develop discuss you lot.,,17.1,Closed
INC-03325,SITE-006,2026-03-10,Near Miss,Critical,42.6,That better relate reduce in wall team land significant check general common vote federal threat.,Material Fatigue,11.3,Closed
INC-01699,SITE-006,2024-01-14,Near Miss,Critical,50.3,Low cold quite charge report.,Sensor Malfunction,10.0,Open
INC-02583,SITE-001,16/01/2024,Near Miss,Critical,35.4,Shake could amount about best through might bed.,Sensor Malfunction,9.3,Closed
INC-03412,SITE-003,2026-05-28,Equipment Failure,,115.7,Season job fish return media here cut even space rate nor choice easy.,Third-party Damage,14.1,Open
INC-04846,SITE-006,2023-10-14,Leak,High,62.3,Hear star ask when stop social police at list with table always.,Corrosion,4.4,Open
INC-04740,SITE-002,2026-03-31,Leak,,62.4,Civil meeting reduce seat election charge relationship cut onto water recently open actually knowledge and partner anything.,Valve Failure,1.9,Under Investigation
INC-03083,SITE-001,28/11/2023,Fire,Critical,39.8,Style degree Mrs month gun human fight you culture southern suffer cause mission.,Third-party Damage,13.3,Closed
INC-01579,SITE-002,2024-01-03,fire,Low,90.8,Any include art most budget glass do maybe.,Sensor Malfunction,6.1,Open
INC-03381,SITE-006,26-Mar-2024,Near Miss,,42.9,Without loss enjoy sister administration medical former fill source catch former can call such paper minute lay.,,5.6,Under Investigation
INC-00683,SITE-003,2024-05-21,Equipment Failure,High,57.0,Main because fish they not food.,Valve Failure,1.3,Open
INC-05101,SITE-001,2025-01-10,Spill,High,47.3,Policy wonder issue owner think economy pull no with.,Third-party Damage,5.2,Open
INC-05937,SITE-002,07/22/2025,Equipment Failure,High,56.8,Main brother TV wonder.,Operator Error,10.3,Closed
INC-04685,SITE-006,2026-02-19,Equipment Failure,High,68.8,Figure foot door music relationship yes goal tax by good even.,Valve Failure,8.7,Closed
INC-01385,SITE-001,2024-04-25,Near Miss,High,69.7,His behavior difficult step tell point call.,Third-party Damage,5.1,Closed
INC-05393,SITE-004,2023-08-20,Near Miss,Low,86.1,Eat clearly ahead while wrong moment.,,1.8,Open
INC-04950,SITE-005,2026-01-09,Leak,Low,82.5,Into two strategy hold argue news put lead let would my mean former choose story relationship pay able.,Operator Error,5.6,Under Investigation
INC-04862,SITE-001,2026-01-26,Leak,High,62.3,Message administration later treatment worker dinner computer capital hour suffer either someone team sing black.,Operator Error,5.2,Closed
INC-03002,SITE-006,2026-03-05,Equipment Failure,Critical,44.4,Little others especially act throughout western up them company learn detail travel would figure.,Material Fatigue,6.2,Open
INC-03357,SITE-006,2026-04-05,Fire,High,63.2,Recent official employee off thing deal well win law travel myself line sign.,Third-party Damage,6.6,Closed
INC-04243,SITE-003,2025-11-25,Spill,MEDIUM,79.9,Movie office what likely economic job government religious religious.,Material Fatigue,6.6,Under Investigation
INC-04330,SITE-005,2025-02-22,Spill,Medium,69.0,Kind mouth idea safe pretty long everybody difficult concern let evidence writer.,Sensor Malfunction,3.1,Open
INC-05608,SITE-004,2023-10-25,Near Miss,Critical,31.3,Eye reality raise training trouble class green too job technology record let worker.,Corrosion,1.7,Under Investigation
INC-03169,SITE-006,2026-04-02T00:00:00Z,Fire,High,55.2,Rather whole notice number religious social of.,Corrosion,3.2,Open
INC-00145,SITE-004,2024-11-08,Leak,High,46.9,Hand front under remain hundred discover choice meet song goal others determine network role.,Corrosion,7.5,Open
INC-05651,SITE-006,2024-12-25,Leak,Low,81.8,Sign successful phone wish growth bit available behind need part find sport possible radio development.,Third-party Damage,15.1,Open
INC-00687,SITE-004,2025-04-30,Equipment Failure,Low,80.0,Important on do standard dark response in learn hand lawyer media administration.,,5.9,Closed
INC-00351,SITE-001,2024-01-27,Fire,Critical,47.8,Industry can more computer car score benefit audience when speak.,Valve Failure,10.4,Under Investigation
INC-02553,SITE-005,07/11/2024,Fire,Medium,56.1,Writer do daughter near report pass.,,11.5,Closed
INC-00444,SITE-003,2023-10-15,Equipment Failure,High,59.0,Remain foreign anyone herself anyone wonder television.,,2.7,Closed
INC-03498,SITE-003,2024-12-18,Fire ,Medium,81.4,Continue newspaper night poor degree they partner rate meet data experience much.,Material Fatigue,4.4,Open
INC-04526,SITE-006,26/05/2024,,critical,48.6,Someone mind region budget control without size.,Valve Failure,13.0,Under Investigation
INC-03410,SITE-003,2023-08-15,Leak, medium,67.0,Support detail full various would final tend listen partner very forget.,Third-party Damage,4.9,Under Investigation
INC-05950,SITE-004,2026-02-23,Fire,Medium,70.7,Government actually kind chance care teach attorney car address husband.,Valve Failure,3.5,Open
INC-02934,SITE-006,2024-05-13,Spill,Critical,45.8,Black speech such probably.,Material Fatigue,4.3,Open
INC-03785,SITE-004,2023-12-06,Fire,High,45.8,Drive admit close admit expert morning specific shoulder piece national leave weight star fire.,Material Fatigue,6.6,Open
INC-02854,SITE-001,2024-05-28,Equipment Failure,Medium,83.3,Nearly her beat thousand magazine weight.,Corrosion,3.6,Closed
INC-01832,SITE-003,2026-02-10T00:00:00Z,Equipment Failure,Medium,85.2,Decision pull question yet.,,11.7,Closed
INC-01673,SITE-001,2025-06-14,Spill,Medium,92.5,Grow section spend among probably stop thought environmental see.,Sensor Malfunction,10.8,Closed
INC-05051,SITE-003,2025-03-12,Equipment Failure,High,65.6,Power picture investment building mother decide computer light despite message once either.,Valve Failure,18.3,Closed
INC-00728,SITE-005,2026-01-01,Leak,Low,85.1,Throughout improve walk pull avoid bill number statement some particularly four choose project because allow.,Valve Failure,5.3,Open
INC-05024,SITE-005,2025-11-23,Near Miss,Low,92.6,Board field audience hear soldier its course.,Corrosion,18.2,Under Investigation
INC-04294,SITE-002,2023-10-20,near-miss,High,57.6,Story plant leave smile.,Sensor Malfunction,9.4,Under Investigation
INC-04783,SITE-004,02-Sep-2025,,Medium,60.0,Want former city than way support collection community skin other relationship even when ready.,Material Fatigue,12.0,Under Investigation
INC-00849,SITE-003,16-Mar-2025,Spill,High,54.2,Process health fact trip memory side music star notice build school be most score real clearly able.,,24.6,Closed
INC-00457,SITE-006,2026-01-04,Leak,,47.1,Light whole tree ability according claim happy beautiful item often amount she politics plant dog.,Sensor Malfunction,4.3,Closed
INC-05070,SITE-006,2023-10-09,Leak,High,62.7,Environmental hour ahead pressure live professor enter hospital summer.,Corrosion,3.9,Open
INC-03353,SITE-002,2024-04-29,Equipment Failure,Lo,94.4,Fact movement control face much young.,,5.9,Open
INC-04404,SITE-001,2026-08-17,Leak,Low,86.8,Usually policy PM material partner forward item.,,6.8,Under Investigation
INC-05220,SITE-002,2026-01-26,Spill,Medium,71.2,Old great there institution hard oil that new relate result six.,Corrosion,4.5,Closed
INC-00507,SITE-004,2025-10-20,Leak,Medium,73.4,Late change here nothing drive inside audience environmental our war.,Operator Error,9.7,Under Investigation
INC-03341,SITE-003,2026-09-02,Fire,Critical,56.1,Policy section modern head month soldier these give.,Corrosion,2.8,Under Investigation
INC-04624,SITE-001,2026-01-17,Leak,Low,83.5,Small military far radio later how money.,Operator Error,8.4,Open
INC-00180,SITE-001,2025-07-02,Equipment Failure,High,49.3,Down project enjoy others simply guy push whom serious couple lay improve.,Sensor Malfunction,2.4,Closed
INC-04977,SITE-004,18/07/2024,Spill,Medium,89.0,Arm general amount word reduce.,Corrosion,1.6,Under Investigation
