audit_id,site,inspection_date,closed_date,compliance_score,finding_category,findings_detail,corrective_action,auditor,status
AUD-03322,SITE-004,2024-06-20,2024-07-08,66.4,Containment Integrity,There daughter miss animal central outside remain likely same next really wait before hold situation before hold.,Nice so instead magazine movie subject hair executive no month sort.,David Williams,Closed
AUD-03258,SITE-004,2025-11-19,,100.0,Personnel Training,When interview whether politics hope government if stop glass.,Begin call suffer almost buy enjoy present.,Rebecca Stevens,Open
AUD-00185,SITE-005,2026-02-24,,77.9,Containment Integrity,Process responsibility hard letter most drive exactly next along a hope teach south return later important.,Concern manager skin city scene tonight sell agent particularly.,Jason Ritter,Open
AUD-09041,SITE-003,2025-08-27,,52.7,Emergency Response,Democratic grow former camera cut will sense pressure own prevent billion sign wait dark successful will discuss.,,Jennifer Miller,In Progress
AUD-02914,SITE-004,2024-11-11,,87.7,Maintenance Backlog,With have race activity house near test smile play stuff in wear drop back land letter do music there street send.,Significant adult act individual store.,Paula Arellano,In Progress
AUD-01352,SITE-005,2026-05-15,2026-04-24,96.5,Personnel Training,Better need sit section down where then low bit through raise dream thus morning.,Data poor seven dream stage agency.,Rebecca Reed,Closed
AUD-08459,SITE-001,2024-04-25,2024-05-08,68.9,Containment Integrity,Majority list world billion spend man development although study arm network public job economic range customer walk.,Present economic white military question hundred argue nation.,James Johnson,Closed
AUD-03015,SITE-004,2024-07-15,2024-07-23,76.3,Containment Integrity,Day much without important support compare office will win central stage change.,Personal religious people position should former form participant almost same sister wind best.,Ryan Johnson,Closed
AUD-03300,SITE-004,2025-05-16,,75.8,Personnel Training,Land remain yes family join himself rule space large artist paper explain use current.,,Michael Matthews,In Progress
AUD-06747,SITE-003,07/07/2024,,52.0,Safety Equipment,Participant force sometimes but quite dog practice early name partner entire nice establish certainly within might Democrat huge land.,,Elizabeth Cruz,In Progress
AUD-05994,SITE-001,2024-12-19,04/01/2025,90.7,Safety Equipment,Strong teacher down during those tough ready senior season tough far it.,Feel major player light news likely nature value.,Keith Reed,Closed
AUD-07660,SITE-001,2025-09-08T00:00:00Z,,56.6,Maintenance Backlog,Thus beat reflect across film first rock mother.,Training one notice front while garden military hair body hear activity.,Derek Taylor,In Progress
AUD-05136,SITE-004,2025-11-15,,75.5,Environmental Monitoring,Myself unit trial last network happy ball structure five deep hair response live citizen task specific other itself rise none generation.,Mind green major decide.,Loretta Price,In Progress
AUD-05713,SITE-006,19/10/2024,,61.8,Emergency Response,Minute per when trial much wonder include security.,Power serve develop drive fall fund laugh put authority style kind most paper.,Christina Jones,In Progress
AUD-09077,SITE-002,18-Mar-2025,2025-04-03,69.1,Personnel Training,News data physical since happy generation too the one check itself century eight likely day challenge.,Nearly quality serve home success scene some huge item.,David Randolph,Closed
AUD-04564,SITE-006,2024-11-03,,112.2,Environmental Monitoring,Conference behind live than box similar decide PM apply really natural small simply laugh bad fear church mission worry heart interest method.,,Cathy Gentry,Open
AUD-06428,SITE-005,2025-07-06,07/19/2025,67.8,Documentation,Some source her design front phone compare news anything single room whom foot fill teacher.,,Heather Garrett,Closed
AUD-02908,SITE-002,2026-04-18,2026-04-26,87.6,Leak Detection,Summer pull throughout finish nature Republican any wind.,Account represent main Republican dog theory program approach player visit school short attention newspaper enough necessary.,Dominic Wilkinson,Closed
AUD-06070,SITE-005,2025-09-30,28/10/2025,89.5,Safety Equipment,Prove small challenge challenge similar have former nature phone voice design recently.,Seven wind better pull size structure industry market.,Robert Bell DDS,Closed
AUD-08157,SITE-004,2024-05-30,,70.9,Leak Detection,Across official become interest degree administration lawyer myself artist seat market fast pretty.,Media price even create parent discuss window though.,Paul Wilson,In Progress
AUD-02486,SITE-003,2025-07-12,2025-09-11,75.3,Emergency Response,Newspaper college common since thing participant trade book popular test education to finish.,,Sean Mills,Closed
AUD-00060,SITE-004,2025-03-29,2025-04-26,90.4,Maintenance Backlog,Car agree feel drive prepare begin bag story.,Science religious enter popular ball raise plant standard.,George Turner,Closed
AUD-03109,SITE-001,08/19/2025,2025-09-04,76.7,Containment Integrity,Treatment challenge easy such create any material free anything owner serious.,Rise technology until reveal court determine.,Carlos Evans,Closed
AUD-02190,SITE-006,2025-05-27,,55.7,Containment Integrity,Art write owner bar stay society stage eat couple any relate to respond agree.,Top picture serious husband born everybody mouth.,James Hernandez,Open
AUD-09490,SITE-002,2025-02-15,2025-03-05,51.7,Documentation,Price include those camera glass you cell feeling billion source simple citizen effect continue concern teach over treat recognize activity science election other.,Field same space among whatever rate contain TV improve all allow term.,Victoria Esparza,Closed
AUD-06274,SITE-001,2026-05-31,,96.7,Leak Detection,Any study drive change window big model off control practice so study.,Worry contain type since important usually choice government structure responsibility market style government.,Eddie Gibson,Open
AUD-05605,SITE-002,2025-03-28T00:00:00Z,2025-04-16,98.4,Containment Integrity,Happen magazine more together certain trade financial everybody.,,Robert Spencer,Closed
AUD-04182,SITE-006,2024-09-25,,63.1,Documentation,That chance drop rest job state spring charge teach something direction try teacher whose maybe wife while value religious develop most.,,Linda Black,Open
AUD-06180,SITE-001,2024-05-21,2024-05-31,85.9,Safety Equipment,Impact increase tough age hour run forward lot.,Beat new growth green spend remain.,Alexis Cox,Closed
AUD-09019,SITE-006,2024-06-17,2024-08-24,49.6,Safety Equipment,Evidence vote media threat boy allow item whom soon nation.,,Michael Miller,Closed
AUD-00477,SITE-003,2026-05-08,,78.0,Leak Detection,Probably head democratic police treat stay analysis key fight effort soon chance section all player investment.,Accept role kitchen other.,Ann Benitez,In Progress
AUD-06402,SITE-004,2024-10-27,2024-11-16,66.2,Environmental Monitoring,Great rule among individual face describe federal pass speech middle finish center project carry standard nation wish action teacher no yes sit fund majority.,Expect matter detail same fund.,Brett Cox,Closed
AUD-00034,SITE-005,2025-06-25,2025-07-18,64.9,Safety Equipment,Four officer head put generation manage summer need wife around light assume former difference focus.,Book child sense party industry interest drop.,Victoria Owens,Closed
AUD-06931,SITE-002,2026-06-26,2026-07-06,79.7,Personnel Training,Total total heavy husband garden rule cover alone note business if believe.,Nothing image produce past able always.,Henry King,Closed
AUD-08458,SITE-006,2025-11-09,,53.4,Safety Equipment,Performance service particularly notice baby end technology ahead others her here write look every certainly safe finish together financial peace girl professor.,,Christopher Davis,Open
AUD-06380,SITE-002,2025-11-14,,74.5,Safety Equipment,Admit reveal baby series very.,Order leave door pretty.,Lisa Khan,Open
AUD-02332,SITE-005,2025-02-18,03/13/2025,69.9,Emergency Response,Poor book over data lot choice best whatever Mrs mean I high soldier.,South remain structure pay performance enter.,Austin Johnson,Closed
AUD-00440,SITE-001,2024-09-27,2024-10-02,79.3,Environmental Monitoring,Of foreign list improve summer eat particular attorney myself.,,Elizabeth Ford,Closed
AUD-07832,SITE-002,01/10/2025,2025-10-30T00:00:00Z,61.9,Documentation,Investment probably with toward necessary first for brother for write along form current seek think.,Tv be condition small want dream.,Valerie Graves,Closed
AUD-03817,SITE-006,2024-09-09,,47.9,Personnel Training,Position vote various space instead well usually until student Mrs business sport decision computer degree fast.,Certainly big help property writer lose watch team.,Stephanie Craig,Open
AUD-03638,SITE-002,2024-10-07,2024-10-22,91.8,Safety Equipment,Kitchen word matter subject room safe turn.,National analysis sign close quickly center learn.,Cathy Peterson,Closed
AUD-06332,SITE-001,2025-10-06,2025-10-21T00:00:00Z,74.1,Documentation,Wish certainly next its energy good network evening fall.,,Rachel Perry,Closed
AUD-02215,SITE-006,2024-07-06,2024-07-31,74.8,Documentation,Present concern important our senior middle thank remember establish some.,Task happen crime thing evidence increase success pull identify improve.,Henry Ritter,Closed
AUD-07607,SITE-001,11-Apr-2026,09/05/2026,-3.3,Personnel Training,Increase total spend guy happy blue close write increase range from even.,Debate method tell fire late pick.,Michael Gonzalez,Closed
AUD-06594,SITE-003,2024-06-11,,44.6,Environmental Monitoring,Capital suddenly single reality follow laugh method collection two young design left adult evening risk.,Support suddenly office no hot name.,Marcus Jackson,In Progress
AUD-04619,SITE-002,2025-06-15,2025-07-04,88.5,Emergency Response,Pm grow wind end.,If defense economy else as stuff for near several hundred.,Gregory Bradley,Closed
AUD-06207,SITE-002,2025-05-17,2025-06-01,77.9,Maintenance Backlog,So glass which interest miss perhaps police call east establish poor education everything hand.,,William Campbell,Closed
AUD-06036,SITE-003,2025-03-17,,84.1,Environmental Monitoring,Nature draw painting discover artist second.,Return production stage pattern lawyer them reach sister he bag available onto.,John Perkins,In Progress
AUD-01227,SITE-004,2025-07-04,2025-07-22,83.3,Leak Detection,Environmental thousand dark space continue deep seem theory popular later go pattern this receive loss similar station land.,,Gina Love,Closed
AUD-05670,SITE-006,2024-09-03,2024-11-19,59.6,Containment Integrity,Often dinner word final major people hour a natural research clearly across especially bag because everybody nation finally job risk paper service speech.,,Tamara Wood,Closed
