record_id,dataset,issue_type,detail
INC-00787,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 05-Oct-2023
INC-00788,incidents,dirty_label:severity,Low -> Lo
INC-00790,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00790,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 13/11/2024
INC-00791,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 04-Jun-2024
INC-00794,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/01/2025
INC-00795,incidents,out_of_range:compliance_score,150.0
INC-00796,incidents,dirty_label:incident_type,Spill -> Spill 
INC-00799,incidents,future_date:incident_date,2026-08-29
INC-00802,incidents,dirty_label:severity,High -> HIGH
INC-00805,incidents,dirty_label:severity,High -> Hi
INC-00805,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 17-Nov-2025
INC-00805,incidents,future_date:incident_date,2026-09-08
INC-00806,incidents,dirty_label:incident_type,Fire -> FIRE
INC-00806,incidents,missing_required_field:severity,
INC-00807,incidents,dirty_label:severity,High -> HIGH
INC-00807,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/14/2025
INC-00809,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-00811,incidents,missing_required_field:severity,
INC-00812,incidents,dirty_label:severity,Critical -> CRITICAL
INC-00818,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00818,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/07/2024
INC-00821,incidents,future_date:incident_date,2026-10-01
INC-00823,incidents,missing_required_field:severity,
INC-00824,incidents,missing_required_field:severity,
INC-00829,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 20-Aug-2023
INC-00830,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/20/2026
INC-00833,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-00834,incidents,dirty_label:severity,Medium -> medium
INC-00835,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-07-31T00:00:00Z
INC-00836,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 23-Oct-2025
INC-00837,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00840,incidents,missing_required_field:incident_type,
INC-00842,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 09-Dec-2025
INC-00843,incidents,dirty_label:incident_type,Spill -> Minor Spill
INC-00848,incidents,dirty_label:severity,Critical ->  Critical
INC-00849,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 16-Mar-2025
INC-00852,incidents,missing_required_field:severity,
INC-00854,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-01-16T00:00:00Z
INC-00855,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-02-21T00:00:00Z
INC-00855,incidents,future_date:incident_date,2026-07-24
INC-00861,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/29/2025
INC-00863,incidents,dirty_label:severity,Low ->  Low
INC-00865,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00866,incidents,dirty_label:severity,High -> Hi
INC-00867,incidents,dirty_label:severity,Low ->  Low
INC-00867,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 06/21/2024
INC-00869,incidents,dirty_label:severity,High -> high
INC-00869,incidents,dirty_label:incident_type,Spill -> spill
INC-00870,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-00870,incidents,missing_required_field:severity,
INC-00871,incidents,out_of_range:compliance_score,-0.5
INC-00873,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Sep-2025
INC-00877,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-10-18T00:00:00Z
INC-00880,incidents,out_of_range:compliance_score,104.0
INC-00883,incidents,dirty_label:severity,Low -> Lo
INC-00884,incidents,dirty_label:severity,Low -> low 
INC-00884,incidents,missing_required_field:incident_type,
INC-00887,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 02/22/2024
INC-00889,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-00891,incidents,missing_required_field:severity,
INC-00893,incidents,missing_required_field:severity,
INC-00895,incidents,dirty_label:incident_type,Fire -> fire
INC-00895,incidents,future_date:incident_date,2026-10-01
INC-00897,incidents,missing_required_field:severity,
INC-00898,incidents,dirty_label:incident_type,Equipment Failure -> EQUIPMENT FAILURE
INC-00898,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-08T00:00:00Z
INC-00901,incidents,missing_required_field:severity,
INC-00902,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-08-04T00:00:00Z
INC-00905,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00906,incidents,dirty_label:severity,Low -> LOW
INC-00911,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-09-29T00:00:00Z
INC-00912,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-00914,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-03T00:00:00Z
INC-00915,incidents,out_of_range:compliance_score,-12.3
INC-00917,incidents,dirty_label:incident_type,Leak -> LEAK
INC-00920,incidents,out_of_range:compliance_score,150.0
INC-00921,incidents,dirty_label:incident_type,Fire -> Fire 
INC-00921,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 15-Jun-2024
INC-00922,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 12/02/2024
INC-00923,incidents,dirty_label:severity,High -> high
INC-00923,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 23/07/2023
INC-00924,incidents,dirty_label:severity,High -> Hi
INC-00925,incidents,dirty_label:severity,Medium ->  medium
INC-00926,incidents,out_of_range:compliance_score,150.0
INC-00927,incidents,dirty_label:severity,Critical ->  Critical
INC-00928,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-00931,incidents,dirty_label:incident_type,Near Miss -> near miss
INC-00932,incidents,missing_required_field:severity,
INC-00933,incidents,missing_required_field:incident_type,
INC-00933,incidents,out_of_range:compliance_score,115.7
INC-00936,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/10/2025
INC-00937,incidents,dirty_label:severity,Medium -> medium
INC-00937,incidents,dirty_label:incident_type,Leak -> leak 
INC-00937,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 07/02/2026
INC-00939,incidents,dirty_label:severity,Low -> low 
INC-00941,incidents,dirty_label:severity,Medium ->  medium
INC-00941,incidents,missing_required_field:severity,
INC-00942,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-00942,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 04/01/2025
INC-00945,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2023-11-20T00:00:00Z
INC-00945,incidents,missing_required_field:severity,
INC-00950,incidents,dirty_label:severity,Medium -> medium
INC-00954,incidents,missing_required_field:incident_type,
INC-00955,incidents,dirty_label:severity,High ->  High
INC-00956,incidents,dirty_label:severity,Low -> low 
INC-00958,incidents,dirty_label:severity,Medium -> Med
INC-00958,incidents,missing_required_field:incident_type,
INC-00960,incidents,missing_required_field:severity,
INC-00961,incidents,missing_required_field:severity,
INC-00964,incidents,future_date:incident_date,2026-09-13
INC-00964,incidents,out_of_range:compliance_score,-12.3
INC-00967,incidents,dirty_label:incident_type,Spill -> spill
INC-00967,incidents,missing_required_field:severity,
INC-00967,incidents,future_date:incident_date,2026-10-16
INC-00968,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 01/02/2025
INC-00970,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 23/02/2026
INC-00971,incidents,dirty_label:incident_type,Spill -> SPILL
INC-00973,incidents,dirty_label:severity,Low -> LOW
INC-00974,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 02-Sep-2025
INC-00975,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/25/2023
INC-00979,incidents,dirty_label:severity,Critical -> crit
INC-00982,incidents,dirty_label:incident_type,Spill -> SPILL
INC-00984,incidents,dirty_label:severity,Medium ->  medium
INC-00985,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-23T00:00:00Z
INC-00989,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-29T00:00:00Z
INC-00992,incidents,dirty_label:incident_type,Fire -> Fire 
INC-00993,incidents,dirty_label:severity,High -> high
INC-00996,incidents,missing_required_field:severity,
INC-00998,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-Nov-2025
INC-01000,incidents,missing_required_field:severity,
INC-01002,incidents,missing_required_field:incident_type,
INC-01003,incidents,dirty_label:incident_type,Equipment Failure -> equipment failure
INC-01003,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 28-Sep-2025
INC-01003,incidents,missing_required_field:severity,
INC-01007,incidents,dirty_label:severity,Medium ->  medium
INC-01009,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-01009,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 30-Jul-2024
INC-01010,incidents,dirty_label:incident_type,Equipment Failure -> Equipment  Failure
INC-01011,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-01012,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 04/30/2026
INC-01013,incidents,dirty_label:severity,High -> Hi
INC-01014,incidents,dirty_label:severity,Low -> low 
INC-01018,incidents,missing_required_field:incident_type,
INC-01021,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-07-18T00:00:00Z
INC-01023,incidents,dirty_label:severity,Low -> low
INC-01024,incidents,dirty_label:incident_type,Spill -> SPILL
INC-01025,incidents,dirty_label:incident_type,Fire ->  fire
INC-01025,incidents,missing_required_field:incident_type,
INC-01028,incidents,dirty_label:severity,Medium -> Medium 
INC-01029,incidents,dirty_label:incident_type,Leak ->  Leak
INC-01029,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 18-Feb-2026
INC-01030,incidents,dirty_label:incident_type,Spill -> spill
INC-01031,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-01031,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-May-2025
INC-01034,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-25T00:00:00Z
INC-01039,incidents,dirty_label:severity,Low ->  Low
INC-01040,incidents,dirty_label:incident_type,Near Miss -> NEAR MISS
INC-01043,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 10/09/2025
INC-01044,incidents,dirty_label:severity,Low -> low
INC-01049,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 09/13/2024
INC-01049,incidents,missing_required_field:severity,
INC-01052,incidents,future_date:incident_date,2026-09-24
INC-01053,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-01054,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-01055,incidents,dirty_label:severity,Medium -> MEDIUM
INC-01055,incidents,dirty_label:incident_type,Fire -> FIRE
INC-01060,incidents,dirty_label:incident_type,Spill -> Spill 
INC-01060,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/05/2024
INC-01066,incidents,dirty_label:incident_type,Spill ->  spill 
INC-01068,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2026-01-11T00:00:00Z
INC-01071,incidents,dirty_label:incident_type,Equipment Failure -> Equip. Failure
INC-01071,incidents,missing_required_field:severity,
INC-01072,incidents,dirty_label:severity,Low -> Lo
INC-01074,incidents,dirty_label:incident_type,Spill ->  spill 
INC-01076,incidents,dirty_label:incident_type,Near Miss -> Near  Miss
INC-01076,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/28/2024
INC-01078,incidents,dirty_label:severity,Medium -> MEDIUM
INC-01078,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-12-30T00:00:00Z
INC-01079,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-04-23T00:00:00Z
INC-01080,incidents,dirty_label:severity,Low ->  Low
INC-01082,incidents,dirty_label:incident_type,Fire -> fire
INC-01086,incidents,dirty_label:severity,High -> HIGH
INC-01088,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 23-Jun-2025
INC-01089,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 16/05/2024
INC-01089,incidents,missing_required_field:severity,
INC-01090,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 01/15/2025
INC-01095,incidents,missing_required_field:severity,
INC-01099,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 27-Feb-2024
INC-01100,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2024-06-06T00:00:00Z
INC-01102,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/12/2026
INC-01103,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 13-Aug-2025
INC-01105,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 02/04/2024
INC-01106,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 03/09/2024
INC-01106,incidents,out_of_range:compliance_score,-12.3
INC-01108,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 21/06/2025
INC-01112,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 29/04/2025
INC-01116,incidents,dirty_label:incident_type,Spill -> Spill 
INC-01116,incidents,missing_required_field:incident_type,
INC-01118,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-11-12T00:00:00Z
INC-01120,incidents,dirty_label:severity,High -> HIGH
INC-01120,incidents,missing_required_field:incident_type,
INC-01122,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/27/2023
INC-01125,incidents,dirty_label:severity,High -> high
INC-01127,incidents,dirty_label:incident_type,Leak ->  Leak
INC-01129,incidents,mixed_date_format:incident_date,used format %Y-%m-%dT%H:%M:%SZ: 2025-09-02T00:00:00Z
INC-01130,incidents,dirty_label:severity,Critical -> Crit
INC-01132,incidents,mixed_date_format:incident_date,used format %d/%m/%Y: 19/01/2026
INC-01135,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 31-Jan-2024
INC-01136,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 11/13/2025
INC-01138,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 07/29/2025
INC-01138,incidents,out_of_range:compliance_score,-5.0
INC-01139,incidents,out_of_range:compliance_score,104.0
INC-01140,incidents,missing_required_field:incident_type,
INC-01140,incidents,out_of_range:compliance_score,104.0
INC-01142,incidents,missing_required_field:severity,
INC-01145,incidents,dirty_label:severity,Critical -> crit
INC-01145,incidents,future_date:incident_date,2026-09-22
INC-01149,incidents,out_of_range:compliance_score,-0.5
INC-01150,incidents,dirty_label:severity,Low -> LOW
INC-01151,incidents,mixed_date_format:incident_date,used format %d-%b-%Y: 29-May-2026
INC-01152,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 08/18/2025
INC-01153,incidents,missing_required_field:incident_type,
INC-01158,incidents,out_of_range:compliance_score,-12.3
INC-01162,incidents,missing_required_field:incident_type,
INC-01163,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 10/19/2024
INC-01165,incidents,out_of_range:compliance_score,-12.3
INC-01166,incidents,mixed_date_format:incident_date,used format %m/%d/%Y: 05/18/2026
INC-01166,incidents,missing_required_field:severity,
INC-01167,incidents,dirty_label:incident_type,Leak -> Oil Leak
INC-01169,incidents,missing_required_field:severity,
INC-01170,incidents,dirty_label:severity,High -> Hi
INC-01170,incidents,dirty_label:incident_type,Leak -> leak 
